user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
22223,Nigeria,49,2023-04-21,Free,Active,0,0,No,No,4,5.99,Rock,Discover Weekly,HiFi Audio,Mobile,14,7
46910,Canada,41,2024-09-25,Premium Family,Active,0,0,No,No,3,10.5,Blues,Offline Mode,Offline Party Mode,Mobile,5,13
46720,Brazil,25,2020-10-22,Free,Inactive,4,1,Yes,Yes,5,3.41,Latin,Offline Mode,Concert Alerts,Desktop,7,9
48562,South Africa,56,2022-01-12,Free,Active,0,0,No,No,1,16.51,Indie,Discover Weekly,Offline Party Mode,Desktop,6,14
33591,Netherlands,35,2024-07-14,Premium Individual,Active,1,0,Yes,No,3,9.6,Indie,Podcasts,Lyrics Translation,Tablet,7,13
6466,Thailand,58,2018-04-19,Premium Individual,Active,0,0,No,No,3,15.11,Latin,Playlists,Mood-based Auto Playlists,Desktop,12,12
26718,Nigeria,52,2018-04-24,Premium Family,Active,1,0,No,No,1,13.84,Folk,Playlists,Mood-based Auto Playlists,Mobile,6,11
34945,Thailand,20,2021-07-28,Free,Active,2,0,Yes,Yes,5,16.55,Lo-fi,Discover Weekly,AI DJ,Mobile,6,9
43281,France,27,2022-04-22,Premium Family,Active,0,0,No,No,4,5.81,Bollywood,Radio,HiFi Audio,Desktop,6,11
2420,Japan,51,2026-03-06,Student,Active,1,0,Yes,No,5,14.54,Soul,AI DJ,HiFi Audio,Desktop,10,16
11725,Netherlands,24,2023-09-29,Premium Duo,Active,0,0,No,No,3,10.89,Afrobeat,Daily Mix,Lyrics Translation,Mobile,13,9
7461,Indonesia,48,2025-11-16,Premium Individual,Active,1,0,No,No,4,11.7,Latin,Playlists,Better AI Recommendations,Car System,13,8
38522,Egypt,42,2018-12-11,Premium Duo,Active,0,0,No,No,5,6.04,Ambient,Radio,Lyrics Translation,Car System,12,10
41789,Russia,54,2023-09-27,Premium Individual,Active,6,1,No,No,5,15.81,Ambient,Discover Weekly,Offline Party Mode,Mobile,6,12
33464,Sweden,16,2026-03-15,Premium Individual,Active,0,0,No,No,5,2.19,Pop,Offline Mode,Lyrics Translation,Car System,11,10
16162,Spain,53,2022-04-01,Premium Individual,Inactive,5,1,Yes,No,5,9.88,K-Pop,Podcasts,Lyrics Translation,Desktop,8,7
49025,Japan,19,2021-03-04,Free,Active,0,0,No,No,5,11.88,Rock,Offline Mode,Music History Analytics,Mobile,9,8
19026,Saudi Arabia,44,2022-07-08,Free,Active,1,0,No,No,3,6.73,Rock,Offline Mode,Better AI Recommendations,Mobile,2,6
37110,Colombia,33,2022-04-18,Premium Individual,Active,0,0,Yes,No,5,13.79,Classical,Radio,Social Listening,Desktop,5,12
6431,Egypt,41,2020-11-16,Free,Active,0,0,Yes,No,2,9.82,Indie,Lyrics,AI DJ,Mobile,9,12
1381,South Africa,60,2020-11-11,Free,Active,1,0,Yes,Yes,3,14.78,R&B,Daily Mix,Vocal Remover,Mobile,10,11
13362,Japan,34,2025-09-13,Premium Duo,Active,3,1,No,No,5,16.35,Jazz,AI DJ,Offline Party Mode,Desktop,10,5
3079,South Korea,49,2021-04-14,Free,Active,0,0,No,No,2,9.23,Hip-Hop,Podcasts,VR Concert Experience,Desktop,7,9
11144,South Africa,53,2023-05-23,Free,Active,0,0,No,No,2,13.6,Pop,Lyrics,Lyrics Translation,Desktop,5,6
9635,USA,27,2024-12-07,Free,Active,1,0,Yes,Yes,1,5.38,Bollywood,Lyrics,Mood-based Auto Playlists,Mobile,9,11
41068,Nigeria,29,2023-04-16,Premium Duo,Active,1,0,No,No,3,4.47,Jazz,Radio,Concert Alerts,Desktop,14,6
33224,Australia,19,2021-10-01,Free,Active,2,0,Yes,No,4,11.23,Rock,AI DJ,Concert Alerts,Desktop,12,10
3975,Argentina,23,2018-05-27,Premium Individual,Active,1,0,No,No,2,7.44,Electronic,Playlists,Music History Analytics,Desktop,10,9
24045,Italy,35,2020-10-09,Premium Individual,Active,2,0,No,No,4,17.95,Techno,Offline Mode,Song Identification,Desktop,9,10
29244,France,41,2023-12-07,Free,Active,0,0,No,No,3,15.92,Jazz,Daily Mix,Better AI Recommendations,Desktop,2,8
37476,Italy,22,2018-04-10,Premium Duo,Active,1,0,No,No,4,14.01,Country,Daily Mix,Better AI Recommendations,Desktop,7,10
13970,Turkey,17,2023-05-13,Premium Duo,Inactive,3,1,No,No,4,14.68,Lo-fi,AI DJ,Mood-based Auto Playlists,Desktop,14,6
45864,Australia,19,2021-07-03,Student,Inactive,3,1,No,No,1,12.24,Afrobeat,Offline Mode,Better AI Recommendations,Mobile,7,3
23781,Egypt,29,2022-01-05,Free,Active,2,0,No,No,3,13.38,Pop,Radio,Song Identification,Mobile,15,7
42164,Egypt,32,2021-05-27,Free,Active,1,0,Yes,No,3,2.36,J-Pop,Lyrics,AI DJ,Desktop,7,7
39857,Japan,43,2025-10-26,Premium Individual,Active,2,0,Yes,No,4,8.42,Afrobeat,Daily Mix,Lyrics Translation,Mobile,7,18
7497,Egypt,55,2022-01-25,Free,Active,1,0,No,No,4,7.77,Country,Playlists,HiFi Audio,Smart Speaker,7,8
42895,Philippines,58,2020-04-15,Premium Duo,Active,7,1,Yes,Yes,5,2.11,K-Pop,AI DJ,Collaborative Live Queues,Mobile,10,7
49731,South Africa,58,2021-07-22,Premium Individual,Active,2,0,No,No,4,9.95,Country,Radio,Offline Party Mode,Mobile,7,11
37420,Saudi Arabia,44,2021-11-04,Student,Active,2,0,No,No,5,3.85,Funk,Playlists,Vocal Remover,Tablet,10,15
4381,Netherlands,52,2021-01-29,Free,Active,2,0,Yes,No,4,4.36,Punk,AI DJ,Social Listening,Mobile,9,6
43714,Argentina,20,2018-01-19,Premium Family,Inactive,7,1,Yes,No,4,9.46,Country,Playlists,Mood-based Auto Playlists,Mobile,10,8
5046,Italy,34,2020-12-24,Free,Active,1,0,No,No,5,5.49,Reggae,Daily Mix,Vocal Remover,Mobile,8,14
12354,South Korea,26,2019-05-16,Premium Individual,Active,0,0,No,No,1,3.77,Indie,Discover Weekly,Lyrics Translation,Smart Speaker,2,5
43674,South Africa,37,2021-01-08,Free,Active,1,0,Yes,Yes,5,11.54,Bollywood,Offline Mode,Music History Analytics,Desktop,6,9
24757,Nigeria,30,2022-05-19,Free,Active,1,0,No,No,5,14.01,Ambient,Playlists,Mood-based Auto Playlists,Smart Speaker,6,10
24648,France,44,2018-04-20,Premium Individual,Inactive,5,1,No,No,3,3.72,J-Pop,AI DJ,Mood-based Auto Playlists,Tablet,8,12
208,Turkey,37,2021-03-09,Free,Active,1,0,No,No,5,7.89,Hip-Hop,Discover Weekly,AI DJ,Smart Speaker,13,12
18778,Japan,51,2021-06-10,Premium Family,Inactive,6,1,Yes,Yes,4,10.8,Indie,Lyrics,Offline Party Mode,Desktop,5,12
33277,Indonesia,28,2022-10-21,Free,Active,0,0,Yes,No,1,11.49,Pop,AI DJ,Mood-based Auto Playlists,Mobile,10,11
20393,Kenya,49,2021-08-23,Student,Active,1,0,No,No,2,8.07,Jazz,Podcasts,Concert Alerts,Mobile,8,4
47824,Kenya,45,2021-05-23,Premium Individual,Active,0,0,No,No,4,16.24,Bollywood,Podcasts,Offline Party Mode,Mobile,3,11
3603,Norway,50,2025-10-04,Free,Active,1,0,No,No,4,10.97,Synthwave,Discover Weekly,HiFi Audio,Desktop,6,9
27912,China,35,2023-11-18,Premium Family,Active,0,0,No,No,5,17.2,Country,AI DJ,Mood-based Auto Playlists,Smart Speaker,11,9
13759,Brazil,28,2021-07-01,Free,Active,1,0,Yes,Yes,4,11.52,Classical,Discover Weekly,VR Concert Experience,Tablet,4,9
46680,Egypt,33,2022-01-03,Premium Individual,Active,0,0,No,No,5,7.57,Rock,Lyrics,AI DJ,Mobile,12,10
36421,Russia,38,2024-06-12,Free,Active,1,0,No,No,2,4.89,Ambient,Lyrics,VR Concert Experience,Tablet,8,12
14076,South Africa,47,2020-08-07,Free,Active,0,0,Yes,Yes,5,7.33,Punk,Offline Mode,Offline Party Mode,Mobile,17,9
39864,Philippines,31,2026-10-14,Free,Active,0,0,No,No,5,13.56,Folk,Playlists,Mood-based Auto Playlists,Desktop,7,14
24036,Canada,16,2021-11-11,Free,Inactive,6,1,Yes,No,5,8.38,Indie,Podcasts,Mood-based Auto Playlists,Desktop,5,10
34288,Thailand,22,2021-08-26,Free,Active,0,0,Yes,No,5,17.32,Folk,Radio,Offline Party Mode,Car System,3,12
26829,Nigeria,27,2020-08-03,Premium Individual,Active,0,0,Yes,Yes,3,11.56,Afrobeat,Lyrics,Better AI Recommendations,Car System,8,12
21740,Colombia,39,2020-05-14,Premium Individual,Active,0,0,No,No,5,8.8,Country,Offline Mode,HiFi Audio,Desktop,6,14
21452,Indonesia,23,2026-03-30,Premium Individual,Active,1,0,Yes,No,4,5.99,Lo-fi,AI DJ,Mood-based Auto Playlists,Desktop,5,14
48863,Netherlands,44,2023-09-26,Premium Individual,Active,2,0,No,No,2,9.35,Country,Podcasts,Lyrics Translation,Desktop,10,6
7276,Norway,50,2023-06-20,Free,Active,2,0,Yes,No,2,14.7,Classical,AI DJ,Concert Alerts,Desktop,9,9
5003,Egypt,37,2022-06-30,Premium Individual,Active,4,1,No,No,2,10.17,Hip-Hop,Playlists,AI DJ,Car System,9,9
11941,Netherlands,55,2018-12-08,Premium Duo,Active,2,0,Yes,No,4,9.48,Folk,Playlists,Offline Party Mode,Mobile,10,10
9772,Norway,18,2022-07-27,Premium Individual,Active,8,1,No,No,4,13.05,Lo-fi,Radio,Offline Party Mode,Mobile,9,10
46860,Australia,27,2020-02-13,Premium Family,Active,0,0,No,No,3,4.62,Lo-fi,AI DJ,Better AI Recommendations,Desktop,5,7
30552,Netherlands,52,2022-10-12,Premium Individual,Inactive,3,1,No,No,1,6.76,Pop,Discover Weekly,HiFi Audio,Desktop,12,6
19160,South Africa,19,2022-09-22,Free,Inactive,4,1,Yes,No,1,6.63,Funk,Radio,Mood-based Auto Playlists,Smart Speaker,13,9
43672,Egypt,35,2020-04-17,Free,Active,0,0,No,No,3,8.73,Synthwave,Lyrics,AI DJ,Car System,12,9
23126,Egypt,42,2023-02-27,Premium Individual,Active,1,0,No,No,5,9.35,K-Pop,Podcasts,Social Listening,Mobile,13,11
33814,Mexico,31,2018-06-16,Premium Family,Inactive,3,1,Yes,No,4,8.16,Pop,Daily Mix,Lyrics Translation,Desktop,5,8
3256,Norway,40,2021-05-08,Free,Active,2,0,Yes,Yes,4,14.38,Indie,Daily Mix,Vocal Remover,Mobile,9,11
18213,France,53,2023-08-05,Premium Individual,Active,0,0,Yes,No,3,11.48,Hip-Hop,Discover Weekly,Better AI Recommendations,Mobile,7,12
8070,South Africa,46,2024-01-04,Free,Active,0,0,Yes,No,4,14.64,Rock,Radio,Concert Alerts,Mobile,10,12
45367,Spain,25,2023-02-15,Student,Active,1,0,No,No,4,14.02,Afrobeat,Offline Mode,HiFi Audio,Smart Speaker,11,7
15032,Brazil,57,2026-12-27,Free,Active,1,0,No,No,4,7.2,Techno,Radio,AI DJ,Mobile,5,12
27799,Japan,60,2025-01-04,Free,Active,0,0,Yes,No,3,14.87,Punk,AI DJ,Concert Alerts,Tablet,8,8
10354,Nigeria,47,2023-10-12,Premium Family,Active,1,0,No,No,3,13.84,Classical,Lyrics,Lyrics Translation,Mobile,10,12
45522,Sweden,30,2018-09-21,Free,Active,0,0,No,No,2,9.75,Synthwave,Offline Mode,Better AI Recommendations,Mobile,6,8
25182,Brazil,45,2021-07-08,Student,Active,3,1,Yes,No,4,10.29,R&B,Playlists,Lyrics Translation,Mobile,10,9
8491,Canada,53,2026-02-02,Free,Active,2,0,Yes,No,3,10.65,Synthwave,AI DJ,Better AI Recommendations,Mobile,6,15
6790,Japan,41,2023-04-27,Free,Active,1,0,Yes,No,4,11.93,Folk,Radio,Better AI Recommendations,Mobile,8,9
9528,China,50,2020-06-26,Free,Active,1,0,No,No,5,13.06,R&B,Radio,Music History Analytics,Mobile,7,5
26903,Nigeria,38,2020-03-16,Student,Active,0,0,No,No,4,7.91,Indie,AI DJ,Offline Party Mode,Mobile,9,17
36535,South Africa,31,2020-04-18,Free,Active,2,0,No,No,2,5.5,K-Pop,Daily Mix,VR Concert Experience,Smart Speaker,8,13
35443,Nigeria,27,2018-04-26,Student,Inactive,3,1,Yes,No,2,5.79,Bollywood,Discover Weekly,VR Concert Experience,Smart Speaker,8,12
39697,Germany,51,2020-07-12,Free,Active,2,0,No,No,4,15.0,Bollywood,Playlists,Better AI Recommendations,Tablet,9,10
42784,Turkey,29,2026-02-28,Premium Family,Active,0,0,Yes,Yes,4,4.66,Bollywood,Daily Mix,Offline Party Mode,Desktop,3,14
31362,Thailand,52,2025-02-24,Free,Active,1,0,Yes,No,3,14.54,Bollywood,Offline Mode,Lyrics Translation,Desktop,10,12
20622,Philippines,42,2023-03-05,Free,Active,1,0,Yes,No,4,11.62,Country,Lyrics,Concert Alerts,Smart Speaker,13,11
7600,Thailand,44,2022-08-13,Free,Inactive,3,1,Yes,No,3,13.08,Ambient,Discover Weekly,Better AI Recommendations,Car System,7,10
24379,South Korea,52,2023-03-04,Free,Active,0,0,No,No,3,9.09,Ambient,Playlists,Better AI Recommendations,Smart Speaker,11,11
16171,Nigeria,26,2022-07-24,Premium Individual,Active,1,0,No,No,4,6.8,Synthwave,Lyrics,HiFi Audio,Tablet,14,12
14725,South Korea,57,2020-10-04,Free,Active,0,0,Yes,No,5,11.83,Pop,Offline Mode,Offline Party Mode,Desktop,3,6
20280,Saudi Arabia,32,2026-08-22,Premium Individual,Inactive,3,1,Yes,Yes,4,14.33,Blues,Offline Mode,VR Concert Experience,Mobile,3,15
3184,Thailand,40,2022-09-09,Premium Duo,Active,1,0,No,No,4,0.0,Folk,Discover Weekly,Mood-based Auto Playlists,Mobile,5,13
7092,Norway,47,2024-10-09,Premium Individual,Active,2,0,Yes,Yes,4,6.31,Lo-fi,Daily Mix,Offline Party Mode,Smart Speaker,8,5
33082,South Africa,44,2018-05-22,Premium Duo,Active,2,0,Yes,No,4,8.52,Blues,Playlists,Offline Party Mode,Mobile,6,10
10508,Philippines,36,2024-05-23,Free,Active,2,0,Yes,No,5,6.76,Ambient,Playlists,Better AI Recommendations,Desktop,6,8
6998,India,60,2021-04-06,Premium Individual,Active,3,1,No,No,5,7.13,Indie,Daily Mix,HiFi Audio,Desktop,9,10
30753,Turkey,50,2021-03-11,Student,Active,2,0,Yes,No,5,5.5,Pop,Discover Weekly,Music History Analytics,Desktop,5,6
29647,Japan,26,2025-02-12,Premium Individual,Active,0,0,No,No,5,10.05,Techno,Daily Mix,HiFi Audio,Desktop,9,9
24515,Nigeria,45,2018-12-14,Free,Active,0,0,No,No,2,15.62,Ambient,Offline Mode,AI DJ,Smart Speaker,9,12
21588,Egypt,43,2022-12-05,Premium Family,Active,0,0,No,No,5,14.36,Techno,Radio,Mood-based Auto Playlists,Smart Speaker,8,12
8817,France,27,2024-03-27,Free,Active,1,0,No,No,2,6.28,Bollywood,Podcasts,Song Identification,Mobile,16,7
44551,France,55,2020-11-05,Premium Family,Active,0,0,No,No,4,6.75,Blues,Offline Mode,VR Concert Experience,Desktop,14,11
41742,Saudi Arabia,56,2023-10-06,Free,Active,0,0,No,No,2,7.12,Jazz,Discover Weekly,Collaborative Live Queues,Desktop,8,8
40537,France,48,2021-01-08,Free,Active,1,0,No,No,5,15.53,Ambient,AI DJ,Offline Party Mode,Desktop,11,10
35729,Nigeria,52,2020-02-02,Premium Individual,Active,0,0,No,No,4,15.25,Indie,Discover Weekly,Better AI Recommendations,Car System,7,15
30595,Netherlands,35,2024-05-26,Free,Active,2,0,No,No,5,11.15,Jazz,Offline Mode,Lyrics Translation,Mobile,9,13
45846,Turkey,27,2026-09-14,Free,Active,1,0,No,No,3,11.05,Punk,Lyrics,Mood-based Auto Playlists,Mobile,8,12
7551,Brazil,53,2020-05-24,Premium Individual,Active,1,0,No,No,3,7.47,Ambient,Playlists,Offline Party Mode,Desktop,7,13
49342,UK,50,2020-09-28,Free,Active,0,0,No,No,5,10.06,Bollywood,Podcasts,Music History Analytics,Mobile,12,5
15625,China,23,2023-10-31,Free,Active,2,0,Yes,No,4,16.5,Ambient,Podcasts,AI DJ,Mobile,6,12
17747,Kenya,60,2021-03-13,Premium Individual,Active,0,0,Yes,No,4,11.47,Pop,Offline Mode,Lyrics Translation,Smart Speaker,8,12
44746,Nigeria,56,2022-07-05,Premium Family,Active,2,0,No,No,5,5.3,Afrobeat,Podcasts,Mood-based Auto Playlists,Desktop,9,8
29198,Thailand,18,2024-08-27,Premium Individual,Active,1,0,No,No,5,8.65,K-Pop,Podcasts,Better AI Recommendations,Mobile,6,8
15418,Norway,37,2020-07-12,Student,Active,0,0,No,No,4,4.94,Afrobeat,Offline Mode,Offline Party Mode,Tablet,6,13
45089,Netherlands,60,2023-07-23,Free,Active,1,0,Yes,Yes,5,6.24,J-Pop,Daily Mix,Better AI Recommendations,Desktop,9,14
48687,Russia,59,2023-12-02,Free,Active,1,0,No,No,4,10.75,Hip-Hop,AI DJ,Concert Alerts,Mobile,13,8
14188,South Korea,47,2024-08-03,Premium Individual,Active,0,0,No,No,2,17.77,K-Pop,Radio,Better AI Recommendations,Tablet,7,9
47053,Nigeria,40,2021-01-29,Premium Individual,Active,1,0,No,No,4,10.7,Jazz,Offline Mode,HiFi Audio,Desktop,5,5
19225,Thailand,19,2022-01-27,Free,Active,2,0,Yes,No,4,8.95,Pop,Playlists,HiFi Audio,Desktop,8,12
26034,South Korea,45,2023-02-02,Premium Individual,Active,0,0,No,No,4,7.89,Synthwave,Podcasts,Better AI Recommendations,Desktop,9,5
30979,South Africa,40,2025-03-16,Premium Individual,Active,1,0,No,No,3,14.7,Blues,AI DJ,Offline Party Mode,Mobile,11,10
960,Germany,37,2022-03-19,Premium Family,Active,0,0,No,No,4,8.31,Metal,Radio,VR Concert Experience,Mobile,8,6
8562,Japan,42,2024-10-24,Free,Active,1,0,No,No,5,10.75,Hip-Hop,Daily Mix,Mood-based Auto Playlists,Car System,8,8
28714,South Korea,28,2018-11-12,Premium Family,Active,0,0,No,No,4,10.91,J-Pop,Discover Weekly,Offline Party Mode,Desktop,6,9
15088,Turkey,56,2020-01-28,Premium Individual,Active,1,0,Yes,No,5,11.37,Blues,Lyrics,Offline Party Mode,Desktop,5,9
49062,Japan,39,2022-03-18,Free,Inactive,15,1,No,No,1,2.24,Jazz,Offline Mode,HiFi Audio,Car System,8,12
46802,South Africa,54,2024-10-13,Premium Individual,Active,1,0,Yes,No,3,9.0,R&B,Offline Mode,HiFi Audio,Mobile,8,14
29345,France,20,2018-11-28,Student,Active,0,0,No,No,2,10.4,Bollywood,Daily Mix,Song Identification,Mobile,2,8
28213,USA,40,2021-10-08,Free,Inactive,3,1,Yes,No,5,14.58,K-Pop,AI DJ,Concert Alerts,Smart Speaker,5,9
46129,Brazil,58,2021-02-26,Premium Individual,Active,2,0,No,No,4,7.14,Reggae,Radio,Lyrics Translation,Smart Speaker,4,5
4100,Brazil,42,2023-04-18,Free,Active,0,0,No,No,3,11.11,Folk,Daily Mix,AI DJ,Smart Speaker,10,15
20536,Japan,32,2023-12-06,Free,Inactive,4,1,No,No,3,10.69,Electronic,Discover Weekly,Mood-based Auto Playlists,Desktop,8,11
32903,Egypt,32,2024-02-11,Free,Active,0,0,Yes,No,4,7.88,Folk,Daily Mix,Better AI Recommendations,Mobile,6,11
25770,Brazil,31,2020-05-23,Premium Duo,Active,0,0,No,No,4,12.09,Techno,Radio,HiFi Audio,Mobile,5,6
38268,Netherlands,27,2020-11-29,Student,Active,2,0,Yes,No,5,12.89,Pop,Offline Mode,Better AI Recommendations,Car System,11,7
2737,Germany,51,2023-04-05,Free,Inactive,3,1,No,No,4,11.58,Techno,Daily Mix,AI DJ,Mobile,4,15
41543,Turkey,22,2024-02-18,Free,Active,2,0,No,No,1,10.18,Country,Radio,HiFi Audio,Mobile,4,9
385,Russia,45,2018-10-29,Free,Inactive,5,1,Yes,No,4,4.69,Folk,Playlists,HiFi Audio,Tablet,5,13
35821,Nigeria,56,2020-03-13,Free,Active,0,0,No,No,3,17.14,Hip-Hop,Discover Weekly,Lyrics Translation,Car System,6,13
30470,Thailand,16,2026-09-17,Premium Individual,Active,3,1,No,No,5,9.59,Funk,Podcasts,HiFi Audio,Tablet,5,9
26084,Mexico,53,2020-04-10,Free,Active,2,0,No,No,5,0.0,Jazz,Daily Mix,Better AI Recommendations,Desktop,10,10
7135,Argentina,19,2023-06-25,Premium Duo,Active,5,1,No,No,5,14.22,Funk,Radio,Vocal Remover,Desktop,9,12
28783,Mexico,49,2022-12-25,Free,Active,0,0,No,No,3,14.97,Blues,Radio,AI DJ,Mobile,12,4
48013,Egypt,30,2020-06-12,Free,Active,1,0,Yes,No,4,10.41,Electronic,Podcasts,Song Identification,Car System,10,8
20245,Egypt,41,2021-05-10,Free,Active,5,1,No,No,4,1.53,R&B,Playlists,AI DJ,Desktop,16,8
45607,Turkey,48,2021-09-24,Premium Duo,Active,0,0,No,No,3,14.78,Rock,Playlists,Lyrics Translation,Desktop,6,12
38790,UK,24,2022-11-23,Free,Inactive,5,1,No,No,2,10.3,Bollywood,Discover Weekly,Song Identification,Desktop,10,11
20209,Nigeria,53,2020-04-03,Free,Active,0,0,No,No,3,12.17,Punk,Lyrics,Better AI Recommendations,Mobile,11,10
1126,Australia,50,2020-03-02,Free,Active,2,0,Yes,No,3,15.53,Hip-Hop,Playlists,Mood-based Auto Playlists,Mobile,12,17
20800,Egypt,21,2021-12-10,Free,Active,0,0,Yes,No,4,13.66,Pop,Lyrics,Mood-based Auto Playlists,Mobile,12,14
196,South Africa,25,2020-09-17,Free,Inactive,4,1,No,No,5,7.55,Folk,Radio,Offline Party Mode,Tablet,6,8
43761,Netherlands,34,2022-10-11,Free,Active,1,0,Yes,No,2,15.75,Hip-Hop,AI DJ,Offline Party Mode,Tablet,4,12
37419,Thailand,23,2024-07-07,Premium Family,Inactive,3,1,No,No,3,16.54,R&B,Daily Mix,Concert Alerts,Mobile,6,11
2895,Australia,23,2019-04-05,Free,Active,0,0,No,No,4,2.0,Techno,Discover Weekly,Offline Party Mode,Tablet,8,13
30038,Japan,18,2023-06-11,Free,Active,0,0,No,No,5,4.56,Indie,Lyrics,Better AI Recommendations,Mobile,9,10
4599,Netherlands,27,2020-08-19,Premium Individual,Active,0,0,No,No,5,6.69,Indie,Lyrics,Mood-based Auto Playlists,Desktop,8,12
49839,Russia,49,2022-08-10,Premium Duo,Active,0,0,No,No,2,6.01,Bollywood,Daily Mix,Better AI Recommendations,Desktop,14,13
4889,France,28,2023-01-03,Free,Active,0,0,No,No,5,2.66,Blues,Lyrics,Better AI Recommendations,Desktop,7,5
4287,Germany,45,2020-07-13,Free,Inactive,4,1,No,No,3,4.94,J-Pop,Playlists,Social Listening,Desktop,9,14
4622,Netherlands,50,2024-04-13,Free,Inactive,3,1,Yes,No,4,10.52,Indie,Daily Mix,Vocal Remover,Mobile,6,5
13853,Egypt,34,2018-01-11,Free,Active,1,0,No,No,5,10.25,Punk,Radio,Lyrics Translation,Desktop,2,7
36582,China,24,2020-07-01,Free,Active,0,0,No,No,5,8.87,Bollywood,Radio,Mood-based Auto Playlists,Car System,7,4
1623,Netherlands,17,2020-12-11,Free,Active,0,0,No,No,2,7.34,Hip-Hop,AI DJ,Vocal Remover,Tablet,8,14
24962,South Korea,46,2021-06-30,Premium Individual,Active,2,0,No,No,3,7.43,Jazz,Offline Mode,Offline Party Mode,Mobile,8,10
20533,Spain,33,2020-01-05,Student,Inactive,3,1,No,No,5,10.54,R&B,Podcasts,AI DJ,Desktop,8,7
7753,South Korea,16,2021-03-12,Premium Individual,Active,0,0,No,No,2,15.09,K-Pop,Lyrics,Better AI Recommendations,Mobile,13,6
14706,Colombia,58,2022-03-12,Premium Family,Active,2,0,No,No,5,9.12,J-Pop,AI DJ,Lyrics Translation,Mobile,10,17
38027,South Korea,35,2020-06-04,Free,Active,0,0,No,No,4,13.08,K-Pop,Offline Mode,Collaborative Live Queues,Mobile,14,10
15912,Nigeria,36,2026-12-29,Free,Active,3,1,No,No,5,9.16,Ambient,Radio,Mood-based Auto Playlists,Mobile,6,16
47973,Nigeria,46,2020-06-12,Free,Active,2,0,Yes,No,3,13.09,Lo-fi,AI DJ,Lyrics Translation,Mobile,8,9
14209,India,55,2022-02-08,Premium Individual,Inactive,4,1,No,No,4,11.76,J-Pop,AI DJ,Offline Party Mode,Smart Speaker,8,14
37273,Turkey,27,2022-05-02,Premium Individual,Active,0,0,No,No,5,10.35,Ambient,Discover Weekly,Concert Alerts,Tablet,6,8
17239,Netherlands,31,2026-02-09,Premium Duo,Active,0,0,No,No,5,8.59,Lo-fi,Daily Mix,Concert Alerts,Desktop,8,8
29295,Turkey,60,2020-01-31,Free,Active,0,0,No,No,4,6.24,Afrobeat,Playlists,Music History Analytics,Desktop,8,11
13943,Italy,49,2021-04-18,Free,Active,1,0,No,No,2,8.2,Classical,Radio,AI DJ,Desktop,10,9
5023,Netherlands,30,2023-03-09,Free,Inactive,3,1,No,No,4,5.53,Ambient,Playlists,HiFi Audio,Desktop,11,8
10634,South Korea,27,2018-02-27,Premium Individual,Active,1,0,No,No,4,3.57,Classical,Offline Mode,Mood-based Auto Playlists,Smart Speaker,8,10
40609,UK,39,2024-07-18,Free,Active,0,0,No,No,3,9.09,Indie,Offline Mode,Song Identification,Mobile,3,8
40822,Mexico,24,2023-03-01,Student,Active,0,0,No,No,5,8.86,Classical,Radio,Better AI Recommendations,Mobile,7,11
11343,Japan,32,2019-03-30,Student,Active,1,0,Yes,No,4,14.13,Hip-Hop,Discover Weekly,HiFi Audio,Desktop,5,17
43964,Norway,60,2023-05-06,Free,Active,2,0,No,No,2,7.3,Jazz,Lyrics,Concert Alerts,Smart Speaker,3,8
22954,South Africa,20,2020-05-15,Premium Individual,Active,1,0,No,No,3,4.93,Classical,Playlists,Offline Party Mode,Desktop,5,10
2062,South Africa,49,2023-07-12,Free,Active,0,0,Yes,Yes,5,7.28,Jazz,Podcasts,AI DJ,Desktop,9,14
8907,Indonesia,36,2026-11-29,Premium Family,Active,1,0,No,No,4,15.2,Ambient,Discover Weekly,AI DJ,Smart Speaker,7,7
29565,Australia,23,2023-07-16,Free,Active,0,0,Yes,No,4,15.39,Synthwave,Daily Mix,Lyrics Translation,Mobile,9,7
4346,Sweden,40,2020-12-24,Free,Active,0,0,Yes,No,5,11.03,R&B,Radio,VR Concert Experience,Mobile,10,10
29711,Brazil,19,2020-02-09,Premium Individual,Active,0,0,No,No,4,13.46,Synthwave,Playlists,Vocal Remover,Desktop,7,8
17983,Germany,51,2018-03-23,Free,Active,4,1,No,No,5,5.39,Punk,Daily Mix,HiFi Audio,Mobile,6,13
40844,Japan,58,2023-10-02,Free,Inactive,3,1,Yes,No,4,14.06,Jazz,Lyrics,Music History Analytics,Mobile,5,11
11479,Japan,38,2020-12-24,Free,Inactive,3,1,No,No,3,10.21,Rock,Playlists,HiFi Audio,Smart Speaker,8,8
45415,Germany,49,2023-12-31,Free,Active,1,0,No,No,4,5.06,Lo-fi,Lyrics,Lyrics Translation,Mobile,15,13
16519,Sweden,54,2024-09-06,Premium Duo,Active,1,0,Yes,No,4,14.13,Folk,Podcasts,Offline Party Mode,Desktop,8,10
9294,India,47,2021-10-21,Premium Duo,Active,1,0,No,No,4,10.19,Folk,Podcasts,Mood-based Auto Playlists,Tablet,12,16
